"id","name","region","size","climat","population","points","residential and adjacent spaces","street networks","green spaces","public and business infrastructure and adjacent spaces","social and leisure infrastructure and adjacent spaces","citywide space","img"
"680","Анапа","Краснодарский край","Средний город","условно комфортный климат","88,9 тыс.чел.","211","44","36","37","37","29","28","https://api.индекс-городов.рф/uploads/city/emblem/4220/thumb_878_Anapa.png"
"681","Назарово","Красноярский край","Малый город","условно комфортный климат","49,7 тыс.чел.","165","36","35","19","15","28","32","https://api.индекс-городов.рф/uploads/city/emblem/4117/thumb_775_nazarovo.png"
"682","Среднеуральск","Свердловская область","Малый город","условно комфортный климат","23,7 тыс.чел.","202","51","31","43","22","21","34","https://api.индекс-городов.рф/uploads/city/emblem/3972/thumb_629_sredneuralsk.png"
"683","Абаза","Республика Хакасия","Малый город","условно комфортный климат","15 тыс.чел.","163","35","29","28","17","19","35","https://api.индекс-городов.рф/uploads/city/emblem/3346/thumb_1_Abaza.png"
"684","Вуктыл","Республика Коми","Малый город","тяжелые климатические условия","9,7 тыс.чел.","190","43","43","28","15","24","37","https://api.индекс-городов.рф/uploads/city/emblem/3470/thumb_125_vuktyl.png"
"685","Лакинск","Владимирская область","Малый город","условно комфортный климат","14,1 тыс.чел.","166","27","34","26","26","19","34","https://api.индекс-городов.рф/uploads/city/emblem/3703/thumb_360_lakinsk.gif"
"686","Миньяр","Челябинская область","Малый город","условно комфортный климат","8,9 тыс.чел.","179","45","36","28","19","20","31","https://api.индекс-городов.рф/uploads/city/emblem/3755/thumb_412_minyar.png"
"687","Чекалин","Тульская область","Малый город","условно комфортный климат","0,9 тыс.чел.","169","17","32","31","17","26","46","https://api.индекс-городов.рф/uploads/city/emblem/4067/thumb_725_chekalin.png"
"688","Маркс","Саратовская область","Малый город","условно комфортный климат","30,7 тыс.чел.","213","44","29","27","44","35","34","https://api.индекс-городов.рф/uploads/city/emblem/3742/thumb_399_marks.png"
"689","Катайск","Курганская область","Малый город","условно комфортный климат","12,4 тыс.чел.","142","33","24","20","16","25","24","https://api.индекс-городов.рф/uploads/city/emblem/3614/thumb_270_Kataysk.png"
"690","Артемовский","Свердловская область","Малый город","условно комфортный климат","30,1 тыс.чел.","180","35","39","24","19","25","38","https://api.индекс-городов.рф/uploads/city/emblem/3380/thumb_35_artemovsky.png"
"691","Гороховец","Владимирская область","Малый город","условно комфортный климат","12,7 тыс.чел.","205","34","33","34","40","29","35","https://api.индекс-городов.рф/uploads/city/emblem/3493/thumb_148_gorokhovets.png"
"692","Усинск","Республика Коми","Малый город","тяжелые климатические условия","37,2 тыс.чел.","180","35","39","26","20","28","32","https://api.индекс-городов.рф/uploads/city/emblem/4040/thumb_697_usinsk.png"
